类目id:11  类目名称:电脑硬件/显示器/电脑周边 
类目id:121382036  类目名称:宠物/宠物食品及用品>兔类及其用品>服饰 
类目id:121382037  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>小宠用品（新）>木屑 
类目id:121382038  类目名称:宠物/宠物食品及用品>爬虫/鸣虫及其用品>蚂蚁 
类目id:121382039  类目名称:古董/邮币/字画/收藏>收藏品保养/鉴定工具>玉器鉴定/保养工具（新） 
类目id:121382040  类目名称:古董/邮币/字画/收藏>玉石>碧玺（新）>烟嘴 
类目id:121382041  类目名称:古董/邮币/字画/收藏>收藏品保养/鉴定工具>书画收藏/保养工具>量规 
类目id:121382042  类目名称:古董/邮币/字画/收藏>玉石>拉长石（新）>珠宝奇石 
类目id:121382047  类目名称:古董/邮币/字画/收藏>宗教用品>法器/供品>僧服 
类目id:121382048  类目名称:古董/邮币/字画/收藏>宗教用品>法器/供品>僧袜 
类目id:121382050  类目名称:古董/邮币/字画/收藏>玉石>锆石（新）>珠宝奇石 
类目id:121382051  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>马来玉（新）>手饰 
类目id:121382056  类目名称:运动/瑜伽/健身/球迷用品>急救用品>急救用品 
类目id:121384003  类目名称:网络游戏点卡>L-撸啊撸 
类目id:121384005  类目名称:箱包皮具/热销女包/男包>手机包 
类目id:121384007  类目名称:餐饮具>咖啡器具>磨豆机 
类目id:121384010  类目名称:收纳整理>家庭收纳用具>收纳篮>购物篮 
类目id:121384019  类目名称:电子词典/电纸书/文化用品>日常学习用品>修正贴 
类目id:121384022  类目名称:运动包/户外包/配件>腰包 
类目id:121384023  类目名称:运动包/户外包/配件>钱包卡套>钱包 
类目id:121384024  类目名称:家居饰品>装饰器皿>装饰碗 
类目id:121384026  类目名称:家庭/个人清洁工具>个人洗护清洁用具>油帽子 
类目id:121384028  类目名称:乐器/吉他/钢琴/配件>乐器配件>吉他配件>变调夹 
类目id:121384030  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>唇部护理（新）>唇膜 
类目id:121384032  类目名称:珠宝/钻石/翡翠/黄金>钻石首饰（新）>颈饰 
类目id:121384033  类目名称:珠宝/钻石/翡翠/黄金>翡翠（新）>其他 
类目id:121384035  类目名称:宠物/宠物食品及用品>猫/狗日用品>床/垫/沙发（新） 
类目id:121384036  类目名称:宠物/宠物食品及用品>猫/狗日用品>床/垫/沙发（新）>床 
类目id:121384037  类目名称:宠物/宠物食品及用品>兔类及其用品>食盆 
类目id:121384038  类目名称:古董/邮币/字画/收藏>趣味收藏>盒 
类目id:121384039  类目名称:古董/邮币/字画/收藏>玉石>祖母绿（新）>珠宝奇石 
类目id:121384040  类目名称:古董/邮币/字画/收藏>金属/搪瓷器具>银器（新） 
类目id:121384041  类目名称:古董/邮币/字画/收藏>玉石>绿松石（新）>烟嘴 
类目id:121384042  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>祁连玉/酒泉玉（新）>车挂 
类目id:121384043  类目名称:古董/邮币/字画/收藏>玉石>古玉/老玉（新） 
类目id:121384044  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>阿富汗玉>手饰 
类目id:121384045  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>青海玉/昆仑玉（新）>颈饰 
类目id:121384046  类目名称:古董/邮币/字画/收藏>玉石>青金石（新）>手饰 
类目id:121384047  类目名称:古董/邮币/字画/收藏>玉石>鸡血石（新）>颈饰 
类目id:121384048  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>黄龙玉（新）>发饰 
类目id:121384049  类目名称:古董/邮币/字画/收藏>玉石>玛瑙（新）>发饰 
类目id:121386003  类目名称:网络游戏点卡>A-暗黑复仇者 
类目id:121386005  类目名称:基础建材>配件专区>贴墙纸配件>胶浆 
类目id:121386009  类目名称:床上用品>床幔 
类目id:121386011  类目名称:美容护肤/美体/精油>身体护理（新）>沐浴露 
类目id:121386012  类目名称:户外/登山/野营/旅行用品>炉具/餐具/野餐烧烤用品>烧烤配件>烧烤针 
类目id:121386013  类目名称:户外/登山/野营/旅行用品>洗漱清洁/护理用品>洗护用品>沐浴露 
类目id:121386014  类目名称:电子词典/电纸书/文化用品>收纳/陈列用品>笔筒 
类目id:121386015  类目名称:电子词典/电纸书/文化用品>纸张本册>磁性贴 
类目id:121386019  类目名称:电子词典/电纸书/文化用品>纸张本册>信纸 
类目id:121386020  类目名称:运动包/户外包/配件>手包 
类目id:121386021  类目名称:运动包/户外包/配件>钱包卡套>钥匙包 
类目id:121386023  类目名称:彩妆/香水/美妆工具>假睫毛 
类目id:121386025  类目名称:居家日用>美体/塑身塑形/增高用具>塑型用品（新）>其他塑型用品 
类目id:121386026  类目名称:美发护发/假发>假发配件>假发支架 
类目id:121386027  类目名称:汽车/用品/配件/改装>汽车零配件>油品>变速箱油 
类目id:121386028  类目名称:汽车/用品/配件/改装>汽车用品/内饰品>宠物垫 
类目id:121386029  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>身体护理（新）>身体护理套装 
类目id:121386030  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>乳房护理（新）>乳房护理套装 
类目id:121386032  类目名称:节庆用品/礼品>创意礼品>创意抱枕 
类目id:121386034  类目名称:饰品/流行首饰/时尚饰品新>首饰收纳>首饰盒 
类目id:121386035  类目名称:美容护肤/美体/精油>男士护理（新）>男士喷雾 
类目id:121386036  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>医疗/保健品（新）>小宠保健品 
类目id:121386037  类目名称:古董/邮币/字画/收藏>趣味收藏>军用物品>军帽 
类目id:121386038  类目名称:古董/邮币/字画/收藏>趣味收藏>军用物品>军用外套 
类目id:121386039  类目名称:古董/邮币/字画/收藏>陶/瓷/瓷片>瓷>盘 
类目id:121386040  类目名称:古董/邮币/字画/收藏>宗教用品>法器/供品>摩尼宝 
类目id:121386041  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>阿富汗玉>笔搁 
类目id:121386042  类目名称:古董/邮币/字画/收藏>玉石>锆石（新）>颈饰 
类目id:121386043  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>黄龙玉（新）>手饰 
类目id:121386046  类目名称:户外/登山/野营/旅行用品>炉具/餐具/野餐烧烤用品>点火用具>火柴 
类目id:121386047  类目名称:户外/登山/野营/旅行用品>炉具/餐具/野餐烧烤用品>点火用具>点火器 
类目id:121388004  类目名称:房产/租房/新房/二手房/委托服务>二手房（发布仅限杭州、广州）>二手房房源 
类目id:121388006  类目名称:玩具/童车/益智/积木/模型>宝宝纪念品/个性产品>脚镯 
类目id:121388007  类目名称:彩妆/香水/美妆工具>阴影 
类目id:121388008  类目名称:彩妆/香水/美妆工具>彩妆盘 
类目id:121388010  类目名称:运动/瑜伽/健身/球迷用品>足球>裁判使用>计分牌 
类目id:121388012  类目名称:美容护肤/美体/精油>T区护理（新）>黑头导出液 
类目id:121388013  类目名称:美容护肤/美体/精油>胸部护理（新）>丰胸乳霜 
类目id:121388016  类目名称:美容护肤/美体/精油>身体护理（新）>颈霜 
类目id:121388017  类目名称:美容护肤/美体/精油>精油芳疗>精油芳疗用具>精油搅拌棒 
类目id:121388018  类目名称:美容护肤/美体/精油>精油芳疗>精油芳疗用具>精油量杯 
类目id:121388020  类目名称:影音电器>收音头 
类目id:121388021  类目名称:电子词典/电纸书/文化用品>收纳/陈列用品>名片盒 
类目id:121388022  类目名称:电子词典/电纸书/文化用品>收纳/陈列用品>文件夹 
类目id:121388024  类目名称:尿片/洗护/喂哺/推车床>驱蚊退烧用品 
类目id:121388025  类目名称:彩妆/香水/美妆工具>男士彩妆（新）>男士粉底 
类目id:121388026  类目名称:运动包/户外包/配件>收纳配件包>杂物袋 
类目id:121388027  类目名称:运动包/户外包/配件>防水箱包>双肩包 
类目id:121388028  类目名称:家居饰品>贴饰>冰箱磁性贴 
类目id:121388029  类目名称:美发护发/假发>假发配件>假发梳子 
类目id:121388031  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>身体护理（新）>足部磨砂膏 
类目id:121388032  类目名称:汽车/用品/配件/改装>汽车零配件>悬挂系统>车壳 
类目id:121388038  类目名称:宠物/宠物食品及用品>猫/狗医疗用品（新）>体温计 
类目id:121388039  类目名称:宠物/宠物食品及用品>仓鼠类及其它小宠>小宠用品（新） 
类目id:121388040  类目名称:古董/邮币/字画/收藏>手工艺/民俗>琉璃（新）>颈饰 
类目id:121388041  类目名称:古董/邮币/字画/收藏>陶/瓷/瓷片>陶>炉 
类目id:121388042  类目名称:古董/邮币/字画/收藏>收藏品保养/鉴定工具>通用工具（新） 
类目id:121388043  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>乌兰翠（新）>颈饰 
类目id:121388044  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>黄龙玉（新）>珠宝半成品 
类目id:121388045  类目名称:童装/婴儿装/亲子装>裙子(新) 
类目id:121390004  类目名称:餐饮具>杯子/水杯/水壶>其他壶 
类目id:121390006  类目名称:美容护肤/美体/精油>面膜（新） 
类目id:121390007  类目名称:美容护肤/美体/精油>手部保养（新） 
类目id:121390009  类目名称:户外/登山/野营/旅行用品>饮水用具/盛水容器>水杯 
类目id:121390010  类目名称:户外/登山/野营/旅行用品>饮水用具/盛水容器>水盆 
类目id:121390011  类目名称:电子词典/电纸书/文化用品>日常学习用品>可爱印泥 
类目id:121390012  类目名称:孕妇装/孕产妇用品/营养>家居服/哺乳装/秋衣裤>家居裙 
类目id:121390013  类目名称:洗护清洁剂/卫生巾/纸/香薰>洗发沐浴/个人清洁>身体护理>浴足剂 
类目id:121390017  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>唇部护理（新）>唇部护理套装 
类目id:121390019  类目名称:饰品/流行首饰/时尚饰品新>保养鉴定用品 
类目id:121390020  类目名称:宠物/宠物食品及用品>鸟类及用品>鸟用具（新）>秋千 
类目id:121390021  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>东陵石(新)>发饰 
类目id:121390022  类目名称:古董/邮币/字画/收藏>西洋收藏品（新） 
类目id:121390023  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>岫岩玉（新）>发饰 
类目id:121390024  类目名称:古董/邮币/字画/收藏>玉石>绿松石（新）>珠宝奇石 
类目id:121390025  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>俄罗斯玉（新）>珠宝半成品 
类目id:121390026  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>祁连玉/酒泉玉（新）>颈饰 
类目id:121390027  类目名称:古董/邮币/字画/收藏>宗教用品>法器/供品>道鞋 
类目id:121390028  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>晶白玉/京白玉（新）>珠宝奇石 
类目id:121390029  类目名称:古董/邮币/字画/收藏>玉石>其它玉石（新）>颈饰 
类目id:121390030  类目名称:古董/邮币/字画/收藏>玉石>尖晶石（新）>笔搁 
类目id:121390032  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石>巴玉（新）>车挂 
类目id:121390033  类目名称:古董/邮币/字画/收藏>玉石>刚玉（新）>颈饰 
类目id:121392003  类目名称:箱包皮具/热销女包/男包>钥匙包 
类目id:121392004  类目名称:童装/婴儿装/亲子装>儿童配饰 
类目id:121392011  类目名称:洗护清洁剂/卫生巾/纸/香薰>洗发沐浴/个人清洁>身体护理>花露水 
类目id:121392014  类目名称:美容护肤/美体/精油>身体护理（新）>纤体>纤体绷带 
类目id:121392015  类目名称:美容护肤/美体/精油>身体护理（新）>止汗露 
类目id:121392016  类目名称:美容护肤/美体/精油>唇部护理（新）>润唇喱 
类目id:121392018  类目名称:厨房电器>其它厨房家电>刨冰机 
类目id:121392019  类目名称:户外/登山/野营/旅行用品>炉具/餐具/野餐烧烤用品>烧烤配件>竹签 
类目id:121392022  类目名称:玩具/童车/益智/积木/模型>游乐/教学设备/大型设施>麻将机 
类目id:121392024  类目名称:孕妇装/孕产妇用品/营养>防辐射>防辐射裙 
类目id:121392028  类目名称:居家日用>美体/塑身塑形/增高用具>塑型用品（新） 
类目id:121392029  类目名称:洗护清洁剂/卫生巾/纸/香薰>洗发沐浴/个人清洁>身体清洁>泡澡花瓣 
类目id:121392030  类目名称:孕妇装/孕产妇用品/营养>孕产妇护肤/洗护/祛纹>唇部护理（新）>唇部精华 
类目id:121392031  类目名称:汽车/用品/配件/改装>汽车用品/内饰品>一次性方向盘保护套 
类目id:121392033  类目名称:珠宝/钻石/翡翠/黄金>其他天然玉石 
类目id:121392034  类目名称:珠宝/钻石/翡翠/黄金>翡翠（新） 
类目id:121392036  类目名称:美容护肤/美体/精油>男士护理（新）>男士止汗露 
类目id:121392037  类目名称:美容护肤/美体/精油>男士护理（新）>男士爽肤水 
类目id:121392038  类目名称:珠宝/钻石/翡翠/黄金>天然珍珠（新）>颈饰 
类目id:121392039  类目名称:鲜花速递/花卉仿真/绿植园艺>园艺用品>温度计/湿度计（新） 
类目id:121392041  类目名称:古董/邮币/字画/收藏>趣味收藏>台历 
类目id:121392042  类目名称:古董/邮币/字画/收藏>收藏品保养/鉴定工具>玉器鉴定/保养工具（新）>蜂蜡 
类目id:121392043  类目名称:古董/邮币/字画/收藏>金属/搪瓷器具>银器（新）>摆件 
类目id:121392044  类目名称:古董/邮币/字画/收藏>红色收藏>陶瓷/茶杯茶壶（新） 
